_id,zcm,mkcode,client,verified,timestamp
28600,21595847,074D089D1619B122,222.209.207.10,,2017-01-18T10:01:03.509000
28599,21569929,074B136B8A09C730,222.209.207.10,,2017-01-18T10:01:03.368000
28598,20377502,0747D36F527F7DE2,222.209.207.10,,2017-01-18T10:01:03.228000
28597,19861569,074789AADC06AA28,222.209.207.10,,2017-01-18T10:01:03.087000
28596,21243019,07468B870B851B74,222.209.207.10,,2017-01-18T10:00:57.384000
28595,20266734,0746758C40BF3BD1,222.209.207.10,,2017-01-18T10:00:57.228000
28594,20999346,07466CF73F6F2943,222.209.207.10,,2017-01-18T10:00:57.087000
28593,19735952,074160D0353B9F4F,222.209.207.10,,2017-01-18T10:00:56.946000
28592,20303187,073C0726DA8D86FD,222.209.207.10,,2017-01-18T10:00:56.806000
28591,22061867,073B935EBA8B6841,222.209.207.10,,2017-01-18T10:00:53.681000
28590,19616076,073B0FFC3E5C95C7,222.209.207.10,,2017-01-18T10:00:53.477000
28589,19861104,073AE6B71DEEBD99,222.209.207.10,,2017-01-18T10:00:53.352000
28588,20463397,073A4C474EBDD771,222.209.207.10,,2017-01-18T10:00:53.212000
28587,20574524,0739E0AD41AC1C9B,222.209.207.10,,2017-01-18T10:00:53.087000
28586,22085552,07380885526D42DF,222.209.207.10,,2017-01-18T10:00:46.649000
28585,20514410,0736424EC1B376B9,222.209.207.10,,2017-01-18T10:00:46.509000
28584,20242886,0735AE2815210DB6,222.209.207.10,,2017-01-18T10:00:46.368000
28583,21758463,07343D324327D0E7,222.209.207.10,,2017-01-18T10:00:46.227000
28582,20375155,07321F8FF7374EBB,222.209.207.10,,2017-01-18T10:00:46.102000
28581,21513745,07306B65D9E55CD9,222.209.207.10,,2017-01-18T10:00:42.930000
28580,19734259,073058D410FB4C76,222.209.207.10,,2017-01-18T10:00:33.227000
28579,20987805,072EF19DF8CDB4D3,222.209.207.10,,2017-01-18T10:00:33.055000
28578,21037768,072E2E54880CDCB4,222.209.207.10,,2017-01-18T10:00:32.914000
28577,21820479,072E0EA2CE0E5E12,222.209.207.10,,2017-01-18T10:00:32.774000
28576,21705863,072DC597DF59A5D9,222.209.207.10,,2017-01-18T10:00:32.649000
28575,19738233,072A6D75AB49DCE2,222.209.207.10,,2017-01-18T10:00:29.586000
28574,22060670,07295DAB784FE172,222.209.207.10,,2017-01-18T10:00:29.086000
28573,21430960,0729097B33FD3F56,222.209.207.10,,2017-01-18T10:00:28.602000
28572,20066255,072594D0823D0E54,222.209.207.10,,2017-01-18T10:00:28.461000
28571,20293011,0723D71B4DC01F70,222.209.207.10,,2017-01-18T10:00:28.320000
28570,21083094,07231391A9386273,222.209.207.10,,2017-01-18T10:00:25.227000
28569,21117815,072304909BDD0739,222.209.207.10,,2017-01-18T10:00:24.727000
28568,21053119,0722332566B1FF45,222.209.207.10,,2017-01-18T10:00:22.133000
28567,20564370,071F901832786288,222.209.207.10,,2017-01-18T10:00:21.992000
28566,21094024,071CEE0D34D2A800,222.209.207.10,,2017-01-18T10:00:21.851000
28565,19602489,071B413F03257DD4,222.209.207.10,,2017-01-18T10:00:18.883000
28564,20541628,07190992BBE1BC76,222.209.207.10,,2017-01-18T10:00:18.742000
28563,21541487,0717E6BE59412B14,222.209.207.10,,2017-01-18T10:00:18.601000
28562,21297363,0713467B6CA1D524,222.209.207.10,,2017-01-18T10:00:18.461000
28561,21459108,0712392AEA4CFB3B,222.209.207.10,,2017-01-18T10:00:18.320000
28560,20887068,071136FA92D248D3,222.209.207.10,,2017-01-18T10:00:15.226000
28559,21463554,070DA2FE132C1D51,222.209.207.10,,2017-01-18T10:00:14.711000
28558,21681180,070C92B66D2E05CF,222.209.207.10,,2017-01-18T10:00:12.117000
28557,20758367,0705E7018821DF24,222.209.207.10,,2017-01-18T10:00:11.976000
28556,20428963,0705AE8D34B96EAA,222.209.207.10,,2017-01-18T10:00:11.836000
28555,20791762,0703990286A51E4D,222.209.207.10,,2017-01-18T10:00:03.445000
28554,19575149,07012F72C980B7D2,222.209.207.10,,2017-01-18T10:00:03.242000
28553,21354989,06FE149516D31A8D,222.209.207.10,,2017-01-18T10:00:03.038000
28552,21378919,06FBB9835ED37151,222.209.207.10,,2017-01-18T10:00:02.585000
28551,19905415,06FB1B2EEFAA5D2F,222.209.207.10,,2017-01-18T10:00:02.476000
28550,20785302,06F42F9DA66EDA2C,222.209.207.10,,2017-01-18T10:00:02.335000
28549,20080180,06F0F0E83375EB07,222.209.207.10,,2017-01-18T10:00:02.210000
28548,21761209,06EE8A017B6990E3,222.209.207.10,,2017-01-18T10:00:02.085000
28547,21055120,06EC16DE48FC7993,222.209.207.10,,2017-01-18T10:00:01.960000
28546,20013854,06E9F7B93004042E,222.209.207.10,,2017-01-18T10:00:01.820000
28545,20555659,06E8FA766A8121FA,222.209.207.10,,2017-01-18T10:00:01.648000
28544,21661974,06E6F84D06FEE3E3,222.209.207.10,,2017-01-18T10:00:01.445000
28543,19951565,06E51AA6721BE6E6,222.209.207.10,,2017-01-18T09:59:58.773000
28542,20755845,06E35A0619C1A70C,222.209.207.10,,2017-01-18T09:59:58.023000
28541,22061360,06E2410A7EA3115F,222.209.207.10,,2017-01-18T09:59:57.882000
28540,20950055,06E188D4AA98ED97,222.209.207.10,,2017-01-18T09:59:57.757000
28539,21100903,06DCBA7A7DB16923,222.209.207.10,,2017-01-18T09:59:54.679000
28538,20767763,06DBDB09D317D87C,222.209.207.10,,2017-01-18T09:59:51.460000
28537,20830287,06DAAD6AAA0C0D0B,222.209.207.10,,2017-01-18T09:59:51.272000
28536,19842965,06D9D23E0454FD18,222.209.207.10,,2017-01-18T09:59:51.132000
28535,19847069,06D984B3B0DAD903,222.209.207.10,,2017-01-18T09:59:51.007000
28534,19943673,06D8F059B55CB639,222.209.207.10,,2017-01-18T09:59:48.257000
28533,21399948,06D861F46B4C7582,222.209.207.10,,2017-01-18T09:59:48.116000
28532,20881758,06D80640B3CF5081,222.209.207.10,,2017-01-18T09:59:47.991000
28531,20565825,06D70957D61C0F0A,222.209.207.10,,2017-01-18T09:59:47.835000
28530,20508697,06D5DBC1523E71C4,222.209.207.10,,2017-01-18T09:59:47.694000
28529,20704558,06D1AB286FCC6DC8,222.209.207.10,,2017-01-18T09:59:44.678000
28528,19767907,06D041BA775D2A22,222.209.207.10,,2017-01-18T09:59:41.444000
28527,19995642,06CDBD49FA6991F7,222.209.207.10,,2017-01-18T09:59:41.256000
28526,21030413,06C5CEC527F26040,222.209.207.10,,2017-01-18T09:59:41.131000
28525,21420456,06C59C8C817BFD4E,222.209.207.10,,2017-01-18T09:59:40.991000
28524,21364693,06C32BD2DC988855,222.209.207.10,,2017-01-18T09:59:23.209000
28523,21537798,06C30DD2A948424E,222.209.207.10,,2017-01-18T09:59:14.443000
28522,19675823,06C2884FDFDFD689,222.209.207.10,,2017-01-18T09:59:14.302000
28521,19846639,06C1C668B6879E7C,222.209.207.10,,2017-01-18T09:59:14.146000
28520,20234137,06C1B42231891C26,222.209.207.10,,2017-01-18T09:59:14.021000
28519,19640600,06C16C62AB52901F,222.209.207.10,,2017-01-18T09:59:13.881000
28518,21210333,06C0AA4BC2D5A75D,222.209.207.10,,2017-01-18T09:59:13.740000
28517,19836339,06BE5764842773E0,222.209.207.10,,2017-01-18T09:59:13.599000
28516,19849064,06BD850057D21C80,222.209.207.10,,2017-01-18T09:59:13.474000
28515,20349421,06BD44215F20270B,222.209.207.10,,2017-01-18T09:59:13.334000
28514,19849235,06BC0AD9F47189D7,222.209.207.10,,2017-01-18T09:59:13.193000
28513,19546863,06BBDC3E025639C1,222.209.207.10,,2017-01-18T09:59:13.052000
28512,20272772,06B9DC7560676A49,222.209.207.10,,2017-01-18T09:59:12.552000
28511,22061835,06B85B183A3F2883,222.209.207.10,,2017-01-18T09:59:07.583000
28510,19667207,06B6701E3E399324,222.209.207.10,,2017-01-18T09:59:07.380000
28509,21381401,06B50A7D65BC4569,222.209.207.10,,2017-01-18T09:59:06.880000
28508,21235747,06B3302E937A0E89,222.209.207.10,,2017-01-18T09:59:06.755000
28507,20431901,06B30609FCDCDC7D,222.209.207.10,,2017-01-18T09:59:06.630000
28506,21612077,06B2D5802E7C9708,222.209.207.10,,2017-01-18T09:59:06.490000
28505,20285650,06AF5E02C16DD7FB,222.209.207.10,,2017-01-18T09:59:06.349000
28504,20857248,06ABCB603E30F9ED,222.209.207.10,,2017-01-18T09:59:06.208000
28503,19817773,06A8F69C6A56D16E,222.209.207.10,,2017-01-18T09:59:03.036000
28502,21489214,06A17B9DAD4BD303,222.209.207.10,,2017-01-18T09:59:02.536000
28501,20571846,069D05CB7E3C1594,222.209.207.10,,2017-01-18T09:58:41.333000
28500,20226811,069710748114742A,222.209.207.10,,2017-01-18T09:58:41.192000
28499,19940733,06961B88ED679EF2,222.209.207.10,,2017-01-18T09:58:41.051000
28498,21016749,0693979C1F16F609,222.209.207.10,,2017-01-18T09:58:40.926000
28497,20309578,0687AFCF988C1E63,222.209.207.10,,2017-01-18T09:58:40.786000
28496,21565174,068555AA585BE28E,222.209.207.10,,2017-01-18T09:58:40.645000
28495,21268286,06851B48FC18775A,222.209.207.10,,2017-01-18T09:58:40.520000
28494,19920293,0684B8969FCDF89E,222.209.207.10,,2017-01-18T09:58:40.379000
28493,21217542,067D92C9E28294D6,222.209.207.10,,2017-01-18T09:58:40.223000
28492,21512838,067C52472F023F8E,222.209.207.10,,2017-01-18T09:58:40.083000
28491,21909655,067C04E5472428C0,222.209.207.10,,2017-01-18T09:58:06.941000
28490,20771442,067B47F579D5E656,222.209.207.10,,2017-01-18T09:58:06.441000
28489,19554847,0679F4CB368FFF34,222.209.207.10,,2017-01-18T09:58:06.300000
28488,20797187,06795C81E63580F5,222.209.207.10,,2017-01-18T09:58:06.160000
28487,20946141,0678F337F059E1D6,222.209.207.10,,2017-01-18T09:58:06.019000
28486,19766151,0677207766E7E3D4,222.209.207.10,,2017-01-18T09:58:05.878000
28485,20882460,067647CFD2E262AA,222.209.207.10,,2017-01-18T09:58:05.738000
28484,21024189,0676401AA68E87BA,222.209.207.10,,2017-01-18T09:58:05.597000
28483,20050141,0675233C88DFE5FC,222.209.207.10,,2017-01-18T09:58:05.456000
28482,19717921,06739F06E73D9532,222.209.207.10,,2017-01-18T09:58:05.300000
28481,21436057,06738146F3772D1E,222.209.207.10,,2017-01-18T09:58:05.175000
28480,19972049,0671F189D2E3E46A,222.209.207.10,,2017-01-18T09:57:57.050000
28479,20744688,0671C5EECE63C5F7,222.209.207.10,,2017-01-18T09:57:49.893000
28478,19827983,0670CCEED3E85E14,222.209.207.10,,2017-01-18T09:57:49.768000
28477,21851242,066D8A9C4E41BAEA,222.209.207.10,,2017-01-18T09:57:40.721000
28476,21519936,06688D066CC6573A,222.209.207.10,,2017-01-18T09:57:38.346000
28475,20922994,066098060D38C735,222.209.207.10,,2017-01-18T09:57:38.206000
28474,20623159,065CE8C37DA212D8,222.209.207.10,,2017-01-18T09:57:38.065000
28473,19813762,065C185B35C11F6D,222.209.207.10,,2017-01-18T09:57:35.018000
28472,20057494,065B547F32618088,222.209.207.10,,2017-01-18T09:57:31.752000
28471,21270962,065AA5CF9E99FEBC,222.209.207.10,,2017-01-18T09:57:28.596000
28470,20679474,065A5DC70F7BD50B,222.209.207.10,,2017-01-18T09:57:26.018000
28469,19910042,0659AAE586929C21,222.209.207.10,,2017-01-18T09:57:25.846000
28468,20505481,06546D8CF74A60FC,222.209.207.10,,2017-01-18T09:57:25.705000
28467,19579907,0654435EB783CE9E,222.209.207.10,,2017-01-18T09:57:25.565000
28466,19715323,06543278F7BB748D,222.209.207.10,,2017-01-18T09:57:25.424000
28465,21505497,0651127E01A6D46B,222.209.207.10,,2017-01-18T09:57:25.283000
28464,20335031,0650BB09E738B7D6,222.209.207.10,,2017-01-18T09:57:25.158000
28463,22042558,064E2876052D31C4,222.209.207.10,,2017-01-18T09:57:25.002000
28462,20806826,064B030C62ABC7E2,222.209.207.10,,2017-01-18T09:57:21.736000
28461,20879029,0646EBC5B6CCA590,222.209.207.10,,2017-01-18T09:57:18.580000
28460,21366584,06462BAB26A19372,222.209.207.10,,2017-01-18T09:57:14.111000
28459,21353778,0645E196226A7A62,222.209.207.10,,2017-01-18T09:57:13.970000
28458,21176770,0645756E548B9A5D,222.209.207.10,,2017-01-18T09:57:12.595000
28457,20653850,0643A44B2740124A,222.209.207.10,,2017-01-18T09:57:12.424000
28456,20552001,0642038AA69BB247,222.209.207.10,,2017-01-18T09:57:12.283000
28455,21040539,06417E4A5F2A2A6D,222.209.207.10,,2017-01-18T09:57:12.142000
28454,21854233,064067E4E927DDCC,222.209.207.10,,2017-01-18T09:57:12.002000
28453,20464118,063D0855BAA29763,222.209.207.10,,2017-01-18T09:57:11.861000
28452,19802557,063CFEC552E39236,222.209.207.10,,2017-01-18T09:57:11.720000
28451,20216337,0639E348AC2BAC53,222.209.207.10,,2017-01-18T09:57:08.564000
28450,19704706,063984BC1A6C956F,222.209.207.10,,2017-01-18T09:57:08.080000
28449,20235966,0637647E8CB2EA35,222.209.207.10,,2017-01-18T09:57:07.939000
28448,20817233,06373E7D6C775D28,222.209.207.10,,2017-01-18T09:57:07.814000
28447,19834886,0636D5F6D4291313,222.209.207.10,,2017-01-18T09:57:07.673000
28446,21352765,0634D40F7BE1F780,222.209.207.10,,2017-01-18T09:56:58.736000
28445,21337287,06347C951D11657B,222.209.207.10,,2017-01-18T09:56:53.001000
28444,21098037,0632FAD19184A082,222.209.207.10,,2017-01-18T09:56:52.860000
28443,20352186,06325DCD879D11BB,222.209.207.10,,2017-01-18T09:56:52.735000
28442,20846990,062FFB941C8EA4B1,222.209.207.10,,2017-01-18T09:56:52.595000
28441,20596801,062CAE115EF1CDB8,222.209.207.10,,2017-01-18T09:56:52.454000
28440,10883308,062C818B2E64F32E,222.209.207.10,,2017-01-18T09:56:49.376000
28439,19849034,062BEFEE3233033D,222.209.207.10,,2017-01-18T09:56:49.173000
28438,19910683,062A1BD23E445F80,222.209.207.10,,2017-01-18T09:56:49.001000
28437,20574592,06286B5AE41956A1,222.209.207.10,,2017-01-18T09:56:48.860000
28436,20911391,0626595AC77C9096,222.209.207.10,,2017-01-18T09:56:48.735000
28435,21164205,0625B1583A07CE37,222.209.207.10,,2017-01-18T09:56:30.922000
28434,21256787,062520F7020DDF31,222.209.207.10,,2017-01-18T09:56:30.782000
28433,19701386,06210C77D332A262,222.209.207.10,,2017-01-18T09:56:30.641000
28432,21650546,061C16EA98F5BD5C,222.209.207.10,,2017-01-18T09:56:30.516000
28431,19994309,061A3FE71C5D26D1,222.209.207.10,,2017-01-18T09:56:30.375000
28430,21152218,0619E860C89E564B,222.209.207.10,,2017-01-18T09:56:30.250000
28429,21909570,0619D00B4EDD8DA0,222.209.207.10,,2017-01-18T09:56:27.250000
28428,19580897,06194452DC2B1357,222.209.207.10,,2017-01-18T09:56:18.484000
28427,7598568,061816B593CD81FA,222.209.207.10,,2017-01-18T09:56:18.344000
28426,20821350,0616BB1C9728CD32,222.209.207.10,,2017-01-18T09:56:18.203000
28425,20953845,06148A42E250A1D1,222.209.207.10,,2017-01-18T09:56:18.062000
28424,20293859,0613F2E6DC9C3831,222.209.207.10,,2017-01-18T09:56:17.922000
28423,21015014,06112AAD36F8C33A,222.209.207.10,,2017-01-18T09:56:17.781000
28422,19551757,0610947D41C3B937,222.209.207.10,,2017-01-18T09:56:17.641000
28421,21037633,060F1B7B624E31C5,222.209.207.10,,2017-01-18T09:56:17.500000
28420,20500958,060EB9947C2A1E7F,222.209.207.10,,2017-01-18T09:56:17.375000
28419,21845366,060D3875B2ED4B54,222.209.207.10,,2017-01-18T09:56:17.234000
28418,21476798,060D03418BEB2E42,222.209.207.10,,2017-01-18T09:56:14.094000
28417,21710609,060C33CF226FF2E1,222.209.207.10,,2017-01-18T09:56:11.156000
28416,20354738,060B2148BD4C9BD2,222.209.207.10,,2017-01-18T09:56:11.031000
28415,21835600,060A6D8317C2F27A,222.209.207.10,,2017-01-18T09:56:10.890000
28414,21808668,0609B0B0380B7D46,222.209.207.10,,2017-01-18T09:56:07.734000
28413,19706807,060780BCA1B7F97C,222.209.207.10,,2017-01-18T09:56:04.781000
28412,19901036,0605B7C446565CD3,222.209.207.10,,2017-01-18T09:56:04.640000
28411,21118983,0602213DE2A04225,222.209.207.10,,2017-01-18T09:56:04.499000
28410,22094963,060213068F5BE173,222.209.207.10,,2017-01-18T09:56:04.359000
28409,21533549,0601AA722CC32ED7,222.209.207.10,,2017-01-18T09:56:04.218000
28408,21514665,060170B48A0545CA,222.209.207.10,,2017-01-18T09:56:04.078000
28407,19580974,0600B618D1C66A56,222.209.207.10,,2017-01-18T09:55:58.156000
28406,19865580,05FEBDA187AF92E7,222.209.207.10,,2017-01-18T09:55:57.999000
28405,19667564,05FE8AE0B26B83D1,222.209.207.10,,2017-01-18T09:55:57.859000
28404,20250205,05FE73D60B523554,222.209.207.10,,2017-01-18T09:55:57.718000
28403,21706352,05FD823CD1DDB5B2,222.209.207.10,,2017-01-18T09:55:54.577000
28402,19982786,05F9F55000FB3148,222.209.207.10,,2017-01-18T09:55:51.171000
28401,20981542,05F92862666E648A,222.209.207.10,,2017-01-18T09:55:42.421000
28400,21612916,05F83EA2F29F871B,222.209.207.10,,2017-01-18T09:55:42.280000
28399,20064829,05F4DDD6575878A7,222.209.207.10,,2017-01-18T09:55:42.155000
28398,19626413,05F260E9F0EFEEAF,222.209.207.10,,2017-01-18T09:55:42.014000
28397,20727362,05EFF140707D68FD,222.209.207.10,,2017-01-18T09:55:41.874000
28396,20890187,05EF6836E58DE0B7,222.209.207.10,,2017-01-18T09:55:41.733000
28395,20120686,05ED7F5BA7C37E78,222.209.207.10,,2017-01-18T09:55:41.593000
28394,21427219,05ECD87397333585,222.209.207.10,,2017-01-18T09:55:41.452000
28393,19547406,05EBB4BBBEB2F2B1,222.209.207.10,,2017-01-18T09:55:41.296000
28392,20309160,05EB97864E8CDE18,222.209.207.10,,2017-01-18T09:55:41.155000
28391,21504499,05EAFDAEFCB6ED9F,222.209.207.10,,2017-01-18T09:55:31.967000
28390,20821733,05EA876EA093F070,222.209.207.10,,2017-01-18T09:55:31.842000
28389,21909282,05E9D966BC2BBCD8,222.209.207.10,,2017-01-18T09:55:31.702000
28388,21818563,05E961F78B01E4AA,222.209.207.10,,2017-01-18T09:55:31.561000
28387,21543666,05E91649E5EA9A87,222.209.207.10,,2017-01-18T09:55:31.420000
28386,21495307,05E38B7B1EC0D622,222.209.207.10,,2017-01-18T09:55:31.264000
28385,21441403,05E2AA1344D676F0,222.209.207.10,,2017-01-18T09:55:31.123000
28384,21608979,05E1AACAFE1D1F43,222.209.207.10,,2017-01-18T09:55:30.936000
28383,21169753,05DFEA024CB50F2B,222.209.207.10,,2017-01-18T09:55:27.733000
28382,21677521,05DCB016D437DBD6,222.209.207.10,,2017-01-18T09:55:20.217000
28381,21922137,05DC9E39E205FC02,222.209.207.10,,2017-01-18T09:55:20.076000
28380,19686768,05DBD07314908683,222.209.207.10,,2017-01-18T09:55:19.951000
28379,21744927,05D67A5F12C6B804,222.209.207.10,,2017-01-18T09:55:19.811000
28378,20897018,05D5663EF4594610,222.209.207.10,,2017-01-18T09:55:19.670000
28377,19948039,05D461A8A90D2019,222.209.207.10,,2017-01-18T09:55:18.264000
28376,20090562,05D1F1990755E25C,222.209.207.10,,2017-01-18T09:55:18.123000
28375,21277563,05CFF65C34EB4519,222.209.207.10,,2017-01-18T09:55:17.982000
28374,20397549,05CE88EC46E0B469,222.209.207.10,,2017-01-18T09:55:17.857000
28373,20859471,05CD484C6CDD4367,222.209.207.10,,2017-01-18T09:55:17.717000
28372,21611849,05C7265DD4AEA256,222.209.207.10,,2017-01-18T09:54:56.575000
28371,20216177,05C4CBD1063646C7,222.209.207.10,,2017-01-18T09:54:56.435000
28370,20839225,05BE3CCA5304DAE0,222.209.207.10,,2017-01-18T09:54:56.294000
28369,20609140,05BD014AB8444E43,222.209.207.10,,2017-01-18T09:54:56.138000
28368,21288389,05BCB45794A43607,222.209.207.10,,2017-01-18T09:54:54.763000
28367,19944538,05B749B614670EA5,222.209.207.10,,2017-01-18T09:54:51.607000
28366,19734682,05B6FF344D06ADD8,222.209.207.10,,2017-01-18T09:54:41.372000
28365,21793441,05B62140BECB5D43,222.209.207.10,,2017-01-18T09:54:32.590000
28364,21573237,05B5BAABD85DC611,222.209.207.10,,2017-01-18T09:54:32.465000
28363,19737228,05B4BC38D6AF4157,222.209.207.10,,2017-01-18T09:54:32.309000
28362,19629874,05B47E4A148700A2,222.209.207.10,,2017-01-18T09:54:32.168000
28361,20852586,05B10F964E6670A6,222.209.207.10,,2017-01-18T09:54:32.028000
28360,21328916,05AFB2E435DA7BC7,222.209.207.10,,2017-01-18T09:54:31.903000
28359,20723914,05AE325B634DFDAD,222.209.207.10,,2017-01-18T09:54:31.762000
28358,21420997,05AE04B483F08BA6,222.209.207.10,,2017-01-18T09:54:31.622000
28357,20615531,05A9A704393A608E,222.209.207.10,,2017-01-18T09:54:31.497000
28356,20939947,05A97F718F004473,222.209.207.10,,2017-01-18T09:54:31.356000
28355,20825658,05A938F4A35FD9B8,222.209.207.10,,2017-01-18T09:54:22.231000
28354,19668455,05A8D72C8A8F8CC0,222.209.207.10,,2017-01-18T09:54:19.465000
28353,21904854,05A65313FCA437CA,222.209.207.10,,2017-01-18T09:54:19.340000
28352,20439069,05A5FBD4286980CA,222.209.207.10,,2017-01-18T09:54:19.199000
28351,21765235,05A5E785D87C3D60,222.209.207.10,,2017-01-18T09:54:15.559000
28350,20072189,05A1DD8FD44D91EE,222.209.207.10,,2017-01-18T09:54:12.949000
28349,20125545,05A0F39CFB090860,222.209.207.10,,2017-01-18T09:54:12.777000
28348,20366478,059CB2CABCAF4A8C,222.209.207.10,,2017-01-18T09:54:12.637000
28347,19726336,059B4CBC57DF6BE7,222.209.207.10,,2017-01-18T09:54:12.512000
28346,20566630,059819483EBAE904,222.209.207.10,,2017-01-18T09:54:12.371000
28345,21787542,0597485D2266D338,222.209.207.10,,2017-01-18T09:54:12.230000
28344,19788864,0596A4F61374B152,222.209.207.10,,2017-01-18T09:54:04.496000
28343,20612408,05962E595F4E8854,222.209.207.10,,2017-01-18T09:53:58.761000
28342,20582251,058EDA7F6016C8D7,222.209.207.10,,2017-01-18T09:53:58.620000
28341,20404391,058EB8D79A19E1ED,222.209.207.10,,2017-01-18T09:53:58.480000
28340,21282148,058E32A0B9D55110,222.209.207.10,,2017-01-18T09:53:58.339000
28339,20680302,058DFCE96F5CED41,222.209.207.10,,2017-01-18T09:53:58.199000
28338,20089425,058D382D8C1A629C,222.209.207.10,,2017-01-18T09:53:58.074000
28337,19712888,058C78D195C61B12,222.209.207.10,,2017-01-18T09:53:57.933000
28336,20724158,058C350684FB9F3A,222.209.207.10,,2017-01-18T09:53:57.792000
28335,20593158,058ADAB678304DE0,222.209.207.10,,2017-01-18T09:53:57.667000
28334,21906934,05888359EADA864B,222.209.207.10,,2017-01-18T09:53:54.495000
28333,20984843,0587D0CCB9E8D683,222.209.207.10,,2017-01-18T09:53:33.542000
28332,20599761,0587CA335CCD558F,222.209.207.10,,2017-01-18T09:53:24.807000
28331,20327988,058620527A4F5FD4,222.209.207.10,,2017-01-18T09:53:24.666000
28330,20627936,05861EDFFA045402,222.209.207.10,,2017-01-18T09:53:24.526000
28329,20628020,05856F6A246A557D,222.209.207.10,,2017-01-18T09:53:24.385000
28328,21924688,0582AFD95C95C8A0,222.209.207.10,,2017-01-18T09:53:24.244000
28327,19544895,058167482F52F212,222.209.207.10,,2017-01-18T09:53:24.104000
28326,20357085,057E50B55620C83C,222.209.207.10,,2017-01-18T09:53:23.963000
28325,20990115,057E31599EF4A84A,222.209.207.10,,2017-01-18T09:53:23.822000
28324,19846968,057C3607ABFE9FFF,222.209.207.10,,2017-01-18T09:53:23.682000
28323,19692888,0579D80EE5906A3C,222.209.207.10,,2017-01-18T09:53:23.541000
28322,21050117,0579054E4BF3A0C2,222.209.207.10,,2017-01-18T09:53:14.369000
28321,20571893,0576E7E9CE8A23EF,222.209.207.10,,2017-01-18T09:53:14.182000
28320,19612037,0576AFCEA87CEAC6,222.209.207.10,,2017-01-18T09:53:14.041000
28319,20569463,05753D298601D04F,222.209.207.10,,2017-01-18T09:53:13.916000
28318,21078494,057502FF133404E6,222.209.207.10,,2017-01-18T09:53:10.775000
28317,21415744,0573EBB80726A4FB,222.209.207.10,,2017-01-18T09:53:07.666000
28316,21405560,0571AFBB3F81BCAE,222.209.207.10,,2017-01-18T09:53:07.478000
28315,20861261,0570B46C66BA393B,222.209.207.10,,2017-01-18T09:53:07.338000
28314,21626734,056EA0D6E6BE5C2D,222.209.207.10,,2017-01-18T09:53:07.197000
28313,19722668,056E51A800AD315A,222.209.207.10,,2017-01-18T09:53:07.056000
28312,20713952,056CCA2EDD1A9CFE,222.209.207.10,,2017-01-18T09:53:04.119000
28311,20725233,056AA52FE35C8AE4,222.209.207.10,,2017-01-18T09:53:01.025000
28310,20923903,056914E67D96FF24,222.209.207.10,,2017-01-18T09:52:51.634000
28309,19652311,0567152EB1C26F30,222.209.207.10,,2017-01-18T09:52:51.431000
28308,20518437,0565E93F23336105,222.209.207.10,,2017-01-18T09:52:50.571000
28307,20231394,0561E7F6CD2B36DB,222.209.207.10,,2017-01-18T09:52:50.431000
28306,21858824,055FF39DB827DBC0,222.209.207.10,,2017-01-18T09:52:50.306000
28305,20813114,055DEA8BAC47AEDC,222.209.207.10,,2017-01-18T09:52:50.165000
